WEP,Tupelanzahl,Mainkey,Dauer,Dauer in ms,Dauer für hacking,Schlüssel verwendet,Schlüssel gefunden,Erfolgreich?,Modell?,
WEP40 ,80000,"(b'JHj\x81')""",0:00:21.012183, 21012 ms,34615,(34 ,"bytearray""(b'JHj""\x81')"" "," bytearray""(b'JHj""\x81')"" ",True,
WEP40 ,80000,(b'e-\x9bRb'),0:00:33.271488, 33271 ms,49255,(49 ,"bytearray""(b'e-\x9bRb')"" "," bytearray""(b'e-\x9bRb')"" ",True,
WEP40 ,80000,(b'\x06\x80\x88<\xf3'),0:00:21.414764, 21414 ms,34975,(34 ,"bytearray""(b'\x06\x80\x88<\xf3')"" "," bytearray""(b'\x06\x80\x88<\xf3')"" ",True,
WEP40 ,80000,(b'\xfe\xa4P\xef\xaa'),0:00:24.080333, 24080 ms,37853,(37 ,"bytearray""(b'\xfe\xa4P\xef\xaa')"" "," bytearray""(b'\xfe\x9bY\xef\xaa')"" ",False,
WEP40 ,80000,(b'\xf64\xa2\xff\xdb'),0:00:23.994247, 23994 ms,37732,(37 ,"bytearray""(b'\xf64\xa2\xff\xdb')"" "," bytearray""(b'\xf64\xa2\xff\xdb')"" ",True,
WEP40 ,80000,"(b'\x95\x94\xd0\xdb')""",0:00:37.218445, 37218 ms,60752,(60 ,"bytearray""(b'\x95""\x94\xd0\xdb')"" "," bytearray""(b'\x95""\x94\xd0\xdb')"" ",True,
WEP40 ,80000,(b'\x8bz\x93\x97\n'),0:00:43.126612, 43126 ms,67310,(67 ,"bytearray""(b'\x8bz\x93\x97\n')"" "," bytearray""(b'\x8bz\x93\x97\n')"" ",True,
WEP40 ,80000,(b'\xde92\x9e\xb2'),0:00:25.496219, 25496 ms,41872,(41 ,"bytearray""(b'\xde92\x9e\xb2')"" "," bytearray""(b'\xde92\x9e\xb2')"" ",True,
WEP40 ,80000,(b'\xc1\xc98\xfa\x80'),0:00:21.640702, 21640 ms,35122,(35 ,"bytearray""(b'\xc1\xc98\xfa\x80')"" "," bytearray""(b'\xc1\xc98\xfa\x80')"" ",True,
WEP40 ,80000,(b'\t\x97\x1b\xd0 '),0:00:21.906331, 21906 ms,35525,(35 ,"bytearray""(b'\t\x97\x1b\xd0 ')"" "," bytearray""(b'\t\x97\x1b\xd0 ')"" ",True,
WEP40 ,80000,"(b'\x1cf\x91(g')""",0:00:29.798050, 29798 ms,45577,(45 ,"bytearray""(b'\x1cf\x91""(g')"" "," bytearray""(b'\x1cf\x91""(g')"" ",True,
WEP40 ,80000,(b'\xb9\x0bDT\xe6'),0:00:28.372792, 28372 ms,49875,(49 ,"bytearray""(b'\xb9\x0bDT\xe6')"" "," bytearray""(b'\xb9\x0bDT\xe6')"" ",True,
WEP40 ,80000,(b'\xcc0\x1e\x15\x9c'),0:00:22.745987, 22746 ms,36582,(36 ,"bytearray""(b'\xcc0\x1e\x15\x9c')"" "," bytearray""(b'\xcc0\x1e\x15\x9c')"" ",True,
WEP40 ,80000,(b'\x88\xd2\xa7\xf4\xae'),0:00:29.058743, 29058 ms,42676,(42 ,"bytearray""(b'\x88\xd2\xa7\xf4\xae')"" "," bytearray""(b'\x88\xd2\xa7\xf4\xae')"" ",True,
WEP40 ,80000,(b'\xa8\xd7o\xe2\xc5'),0:00:21.850309, 21850 ms,35465,(35 ,"bytearray""(b'\xa8\xd7o\xe2\xc5')"" "," bytearray""(b'\xa8\xd7o\xe2\xc5')"" ",True,
WEP40 ,80000,(b'+C\x142\x7f'),0:00:23.697221, 23697 ms,40851,(40 ,"bytearray""(b'+C\x142\x7f')"" "," bytearray""(b'+C\x142\x7f')"" ",True,
WEP40 ,80000,(b'\x1b\x15L\xd4\x80'),0:00:21.924681, 21924 ms,34839,(34 ,"bytearray""(b'\x1b\x15L\xd4\x80')"" "," bytearray""(b'\x1b\x15L\xd4\x80')"" ",True,
WEP40 ,80000,(b'\xfcKe\x85\xc9'),0:00:22.230376, 22230 ms,39533,(39 ,"bytearray""(b'\xfcKe\x85\xc9')"" "," bytearray""(b'\xfcKe\x85\xc9')"" ",True,
WEP40 ,80000,(b'\xee5\xb0\x9c\x83'),0:00:30.239441, 30239 ms,52727,(52 ,"bytearray""(b'\xee5\xb0\x9c\x83')"" "," bytearray""(b'\xee5\xb0\x9c\x83')"" ",True,
WEP40 ,80000,(b':\xaf\x90\x89\x8c'),0:00:22.513705, 22513 ms,36172,(36 ,"bytearray""(b':\xaf\x90\x89\x8c')"" "," bytearray""(b':\xaf\x90\x89\x8c')"" ",True,
WEP40 ,80000,(b'!\xdf>MZ'),0:00:21.905223, 21905 ms,34933,(34 ,"bytearray""(b'!\xdf>MZ')"" "," bytearray""(b'!\xdf>MZ')"" ",True,
WEP40 ,80000,"(b'9(\x08\x83\x8d')""",0:00:30.886249, 30886 ms,49441,(49 ,"bytearray""(b'9""(\x08\x83\x8d')"" "," bytearray""(b'9""(\x08\x83\x8d')"" ",True,
WEP40 ,80000,(b'XU-\xf5\x99'),0:00:40.346675, 40346 ms,58008,(58 ,"bytearray""(b'XU-\xf5\x99')"" "," bytearray""(b'XU-\xf5\x99')"" ",True,
WEP40 ,80000,"(b'\x8c;.\xc0(')""",0:00:23.113189, 23113 ms,38675,(38 ,"bytearray""(b'\x8c;.\xc0""(')"" "," bytearray""(b'\x8c;.\xc0""(')"" ",True,
WEP40 ,80000,"(b'9\xd4\x81(\xc3')""",0:00:26.085720, 26085 ms,41716,(41 ,"bytearray""(b'9\xd4\x81""(\xc3')"" "," bytearray""(b'9\xd4\x81""(\xc3')"" ",True,
WEP40 ,80000,(b'\\\xaf@9\xb2'),0:00:32.640373, 32640 ms,53659,(53 ,"bytearray""(b'\\\xaf@9\xb2')"" "," bytearray""(b'\\\xaf@9\xb2')"" ",True,
WEP40 ,80000,(b'\xac\xf7\x7f$\x19'),0:00:26.785795, 26785 ms,44206,(44 ,"bytearray""(b'\xac\xf7\x7f$\x19')"" "," bytearray""(b'\xac\xf7\x7f$\x19')"" ",True,
WEP40 ,80000,(b'\x85\xaf\x80\x9d\xdb'),0:00:22.520484, 22520 ms,38991,(38 ,"bytearray""(b'\x85\xaf\x80\x9d\xdb')"" "," bytearray""(b'\x85\xaf\x80\x9d\xdb')"" ",True,
WEP40 ,80000,(b'q\xe5\xca\xee\xc4'),0:00:26.709514, 26709 ms,40486,(40 ,"bytearray""(b'q\xe5\xca\xee\xc4')"" "," bytearray""(b'q\xe5\xca\xee\xc4')"" ",True,
WEP40 ,80000,(b'cj\xe8e\x84'),0:00:24.494596, 24494 ms,42441,(42 ,"bytearray""(b'cj\xe8e\x84')"" "," bytearray""(b'cj\xe8e\x84')"" ",True,
WEP40 ,80000,(b'\x93Q$\xe0\xb9'),0:00:25.085977, 25086 ms,45995,(45 ,"bytearray""(b'\x93Q$\xe0\xb9')"" "," bytearray""(b'\x93Q$\xe0\xb9')"" ",True,
WEP40 ,80000,(b'\xca\xad9T\xa7'),0:00:21.746778, 21746 ms,35377,(35 ,"bytearray""(b'\xca\xad9T\xa7')"" "," bytearray""(b'\xca\xad9T\xa7')"" ",True,
WEP40 ,80000,(b'HT\xfd\xb1d'),0:00:23.558344, 23558 ms,40097,(40 ,"bytearray""(b'HT\xfd\xb1d')"" "," bytearray""(b'HT\xfd\xb1d')"" ",True,
WEP40 ,80000,(b'\xecvg\xbb!'),0:00:28.197858, 28197 ms,43946,(43 ,"bytearray""(b'\xecvg\xbb!')"" "," bytearray""(b'\xecvg\xbb!')"" ",True,
WEP40 ,80000,(b'\x04\x9dL5\xa2'),0:00:23.487276, 23487 ms,41131,(41 ,"bytearray""(b'\x04\x9dL5\xa2')"" "," bytearray""(b'\x04\x9dL5\xa2')"" ",True,
WEP40 ,80000,(b'&\xb1\x99\xce\x01'),0:00:22.387931, 22387 ms,38275,(38 ,"bytearray""(b'&\xb1\x99\xce\x01')"" "," bytearray""(b'&\xb1\x99\xce\x01')"" ",True,
WEP40 ,80000,"(b'2\xb2\xe8C')""",0:00:29.064910, 29064 ms,45438,(45 ,"bytearray""(b'2""\xb2\xe8C')"" "," bytearray""(b'2""\xb2\xe8C')"" ",True,
WEP40 ,80000,(b'\x82R\x14\xf1}'),0:00:30.851546, 30851 ms,56253,(56 ,"bytearray""(b'\x82R\x14\xf1}')"" "," bytearray""(b'\x82R\x14\xf1}')"" ",True,
WEP40 ,80000,(b'\x12\xa8\xa5\xba#'),0:00:26.215206, 26215 ms,45667,(45 ,"bytearray""(b'\x12\xa8\xa5\xba#')"" "," bytearray""(b'\x12\xa8\xa5\xba#')"" ",True,
WEP40 ,80000,(b'\xe1V\x112`'),0:00:21.948417, 21948 ms,38295,(38 ,"bytearray""(b'\xe1V\x112`')"" "," bytearray""(b'\xe1V\x112`')"" ",True,
WEP40 ,80000,(b'\xa6\x99\xc6\xfe\xfb'),0:00:37.031607, 37031 ms,63394,(63 ,"bytearray""(b'\xa6\x99\xc6\xfe\xfb')"" "," bytearray""(b'\xa6\x99\xc6\xfe\xfb')"" ",True,
WEP40 ,80000,"(b'z\x01\x0ez(')""",0:00:24.015733, 24015 ms,40127,(40 ,"bytearray""(b'z\x01\x0ez""(')"" "," bytearray""(b'z\x01\x0ez""(')"" ",True,
WEP40 ,80000,(b'^\x83\x89\xe6%'),0:00:28.134946, 28134 ms,51770,(51 ,"bytearray""(b'^\x83\x89\xe6%')"" "," bytearray""(b'^\x83\x89\xe6%')"" ",True,
WEP40 ,80000,(b'\xcfhv \x17'),0:00:29.365625, 29365 ms,49097,(49 ,"bytearray""(b'\xcfhv \x17')"" "," bytearray""(b'\xcfhv \x17')"" ",True,
WEP40 ,80000,(b'\xecx$\xdb3'),0:00:21.701614, 21701 ms,35396,(35 ,"bytearray""(b'\xecx$\xdb3')"" "," bytearray""(b'\xecx$\xdb3')"" ",True,
WEP40 ,80000,(b'\x99z\x96\x15Z'),0:00:28.967683, 28967 ms,53809,(53 ,"bytearray""(b'\x99z\x96\x15Z')"" "," bytearray""(b'\x99z\x96\x15Z')"" ",True,
WEP40 ,80000,(b'\x93S\xeb\xb2\x11'),0:00:34.707431, 34707 ms,53050,(53 ,"bytearray""(b'\x93S\xeb\xb2\x11')"" "," bytearray""(b'\x93S\xeb\xb2\x11')"" ",True,
WEP40 ,80000,(b'a\xf7\xeeS2'),0:00:27.980884, 27980 ms,45597,(45 ,"bytearray""(b'a\xf7\xeeS2')"" "," bytearray""(b'a\xf7\xeeS2')"" ",True,
WEP40 ,80000,(b'\x8e9\t\xed\xa7'),0:00:23.713007, 23713 ms,37324,(37 ,"bytearray""(b'\x8e9\t\xed\xa7')"" "," bytearray""(b'\x8e9\t\xed\xa7')"" ",True,
WEP40 ,80000,(b'5\xf5-\xf92'),0:00:24.725247, 24725 ms,44826,(44 ,"bytearray""(b'5\xf5-\xf92')"" "," bytearray""(b'5\xf5-\xf92')"" ",True,
WEP40 ,80000,(b'\x0cm\x8d\xe3Z'),0:00:21.411104, 21411 ms,34782,(34 ,"bytearray""(b'\x0cm\x8d\xe3Z')"" "," bytearray""(b'\x0cm\x8d\xe3Z')"" ",True,
WEP40 ,80000,(b'\xe0=\xc0\xf6r'),0:00:34.184257, 34184 ms,50210,(50 ,"bytearray""(b'\xe0=\xc0\xf6r')"" "," bytearray""(b'\xe0=\xc0\xf6r')"" ",True,
WEP40 ,80000,(b'\xe9B\xa6\x05\x03'),0:00:21.697702, 21697 ms,35945,(35 ,"bytearray""(b'\xe9B\xa6\x05\x03')"" "," bytearray""(b'\xe9B\xa6\x05\x03')"" ",True,
WEP40 ,80000,(b'}\xc3\xaf\xfa\xb7'),0:00:21.931698, 21931 ms,36266,(36 ,"bytearray""(b'}\xc3\xaf\xfa\xb7')"" "," bytearray""(b'}\xc3\xaf\xfa\xb7')"" ",True,
WEP40 ,80000,(b'\xaa\\\xba!l'),0:00:30.169174, 30169 ms,56604,(56 ,"bytearray""(b'\xaa\\\xba!l')"" "," bytearray""(b'\xaa\\\xba!l')"" ",True,
WEP40 ,80000,(b' q=+\x1b'),0:00:26.408574, 26408 ms,46263,(46 ,"bytearray""(b' q=+\x1b')"" "," bytearray""(b' q=+\x1b')"" ",True,
WEP40 ,80000,(b'\x0c+\x9dg\x1b'),0:00:42.458438, 42458 ms,56487,(56 ,"bytearray""(b'\x0c+\x9dg\x1b')"" "," bytearray""(b'\x0c+\x9dg\x1b')"" ",True,
WEP40 ,80000,(b'\xdeZ\x9bp\xe4'),0:00:23.187977, 23188 ms,41433,(41 ,"bytearray""(b'\xdeZ\x9bp\xe4')"" "," bytearray""(b'\xdeZ\x9bp\xe4')"" ",True,
WEP40 ,80000,"(b'i\x1eib')""",0:00:21.593537, 21593 ms,41021,(41 ,"bytearray""(b'i\x1e""ib')"" "," bytearray""(b'i\x1e""ib')"" ",True,
WEP40 ,80000,"(b'\xb0>m\n')""",0:00:23.164670, 23164 ms,38959,(38 ,"bytearray""(b'\xb0>m""\n')"" "," bytearray""(b'\xb0>m""\n')"" ",True,
WEP40 ,80000,(b'\x9c\xb0\xcd\xa1\x97'),0:00:32.758070, 32758 ms,58909,(58 ,"bytearray""(b'\x9c\xb0\xcd\xa1\x97')"" "," bytearray""(b'\x9c\xb0\xcd\xa1\x97')"" ",True,
WEP40 ,80000,(b'\xe3\x14\x1b\xd1\x7f'),0:00:33.640968, 33641 ms,52023,(52 ,"bytearray""(b'\xe3\x14\x1b\xd1\x7f')"" "," bytearray""(b'\xe3\x14\x1b\xd1\x7f')"" ",True,
WEP40 ,80000,(b'\xc6\x00\x95x\xbd'),0:00:22.038444, 22038 ms,38739,(38 ,"bytearray""(b'\xc6\x00\x95x\xbd')"" "," bytearray""(b'\xc6\x00\x95x\xbd')"" ",True,
WEP40 ,80000,(b'\x9c\xe1c\xe8\x9b'),0:00:27.359561, 27359 ms,50433,(50 ,"bytearray""(b'\x9c\xe1c\xe8\x9b')"" "," bytearray""(b'\x9c\xe1c\xe8\x9b')"" ",True,
WEP40 ,80000,(b'\x81\xca\xc4\xf11'),0:00:36.979361, 36979 ms,50079,(50 ,"bytearray""(b'\x81\xca\xc4\xf11')"" "," bytearray""(b'\x81\xca\xc4\xf11')"" ",True,
WEP40 ,80000,(b'e\xbc\x85\xd8\xaf'),0:00:38.598739, 38598 ms,63621,(63 ,"bytearray""(b'e\xbc\x85\xd8\xaf')"" "," bytearray""(b'e\xbc\x85\xd8\xaf')"" ",True,
WEP40 ,80000,(b'T\xc8\x07\xe3*'),0:00:28.872873, 28872 ms,44503,(44 ,"bytearray""(b'T\xc8\x07\xe3*')"" "," bytearray""(b'T\xc8\x07\xe3*')"" ",True,
WEP40 ,80000,(b'\\\xfeI\xf3\xc7'),0:00:25.869109, 25869 ms,41915,(41 ,"bytearray""(b'\\\xfeI\xf3\xc7')"" "," bytearray""(b'\\\xfeI\xf3\xc7')"" ",True,
WEP40 ,80000,(b'Z\x95\xf6\xe3\x17'),0:00:21.624442, 21624 ms,37641,(37 ,"bytearray""(b'Z\x95\xf6\xe3\x17')"" "," bytearray""(b'Z\x95\xf6\xe3\x17')"" ",True,
WEP40 ,80000,(b'\x8f\x0f\x07\xfdD'),0:00:25.073756, 25073 ms,38797,(38 ,"bytearray""(b'\x8f\x0f\x07\xfdD')"" "," bytearray""(b'\x8f\x0f\x07\xfdD')"" ",True,
WEP40 ,80000,(b'aZb*\x1a'),0:00:22.230721, 22230 ms,46637,(46 ,"bytearray""(b'aZb*\x1a')"" "," bytearray""(b'aZb*\x1a')"" ",True,
WEP40 ,80000,"(b'i(\xe3\xf0\x1b')""",0:00:26.681984, 26682 ms,41576,(41 ,"bytearray""(b'i""(\xe3\xf0\x1b')"" "," bytearray""(b'i""(\xe3\xf0\x1b')"" ",True,
WEP40 ,80000,"(b'B\xa2(>\x14')""",0:00:38.194411, 38194 ms,63488,(63 ,"bytearray""(b'B\xa2""(>\x14')"" "," bytearray""(b'B\xa2""(>\x14')"" ",True,
WEP40 ,80000,(b'\xbc\xfe@\x94%'),0:00:27.811684, 27811 ms,51299,(51 ,"bytearray""(b'\xbc\xfe@\x94%')"" "," bytearray""(b'\xbc\xfe@\x94%')"" ",True,
WEP40 ,80000,(b'\xee9`\x12_'),0:00:28.700571, 28700 ms,42406,(42 ,"bytearray""(b'\xee9`\x12_')"" "," bytearray""(b'\xee9`\x12_')"" ",True,
WEP40 ,80000,(b'\x96\x9b\xe6\x12\xbf'),0:00:24.034630, 24034 ms,40513,(40 ,"bytearray""(b'\x96\x9b\xe6\x12\xbf')"" "," bytearray""(b'\x96\x9b\xe6\x12\xbf')"" ",True,
WEP40 ,80000,"(b'Z\xcd(\x83\xd5')""",0:00:30.954796, 30954 ms,50555,(50 ,"bytearray""(b'Z\xcd""(\x83\xd5')"" "," bytearray""(b'Z\xcd""(\x83\xd5')"" ",True,
WEP40 ,80000,(b';\x16\x01\x1bJ'),0:00:26.523617, 26523 ms,44288,(44 ,"bytearray""(b';\x16\x01\x1bJ')"" "," bytearray""(b';\x16\x01\x1bJ')"" ",True,
WEP40 ,80000,(b'\xb6\xd0\xdd \xbf'),0:00:24.198109, 24198 ms,37809,(37 ,"bytearray""(b'\xb6\xd0\xdd \xbf')"" "," bytearray""(b'\xb6\xd0\xdd \xbf')"" ",True,
WEP40 ,80000,(b'\xbe\xd8\x9bs?'),0:00:34.182940, 34182 ms,55654,(55 ,"bytearray""(b'\xbe\xd8\x9bs?')"" "," bytearray""(b'\xbe\xd8\x9bs?')"" ",True,
WEP40 ,80000,"(b'\x9a(gg\xe1')""",0:00:26.844178, 26844 ms,40427,(40 ,"bytearray""(b'\x9a""(gg\xe1')"" "," bytearray""(b'\x9a""(gg\xe1')"" ",True,
WEP40 ,80000,(b'\t\xaaS+\x15'),0:01:06.111329, 66111 ms,108504,(108 ,"bytearray""(b'\t\xaaS+\x15')"" "," bytearray""(b'\t\xaaS+\x15')"" ",True,
WEP40 ,80000,(b'L\xc3\x051\xc4'),0:01:04.711174, 64711 ms,108389,(108 ,"bytearray""(b'L\xc3\x051\xc4')"" "," bytearray""(b'L\xc3\x051\xc4')"" ",True,
WEP40 ,80000,(b'\x1d\xcf\xe5\xc6C'),0:01:07.581070, 67581 ms,114601,(114 ,"bytearray""(b'\x1d\xcf\xe5\xc6C')"" "," bytearray""(b'\x1d\xcf\xe5\xc6C')"" ",True,
WEP40 ,80000,(b'\xb4kk\xb5\xeb'),0:01:05.036295, 65036 ms,103581,(103 ,"bytearray""(b'\xb4kk\xb5\xeb')"" "," bytearray""(b'\xb4kk\xb5\xeb')"" ",True,
WEP40 ,80000,"(b'(\xe2\xefi\x8b')""",0:01:05.374705, 65374 ms,106967,(106 ,"bytearray""(b'""(\xe2\xefi\x8b')"" "," bytearray""(b'""(\xe2\xefi\x8b')"" ",True,
WEP40 ,80000,(b'\xb6\xb7\xef\xd7R'),0:01:15.943596, 75943 ms,115525,(115 ,"bytearray""(b'\xb6\xb7\xef\xd7R')"" "," bytearray""(b'\xb6\xb7\xef\xd7R')"" ",True,
WEP40 ,80000,(b'+\xd1=a\x01'),0:01:05.622404, 65634 ms,106131,(106 ,"bytearray""(b'+\xd1=a\x01')"" "," bytearray""(b'+\xd1=a\x01')"" ",True,
WEP40 ,80000,(b'\xf1\x8fa+\xb1'),0:01:11.957865, 71957 ms,107208,(107 ,"bytearray""(b'\xf1\x8fa+\xb1')"" "," bytearray""(b'\xf1\x8fa+\xb1')"" ",True,
WEP40 ,80000,(b'\x06L\xcc\x1f\x9a'),0:01:11.564256, 71564 ms,116900,(116 ,"bytearray""(b'\x06L\xcc\x1f\x9a')"" "," bytearray""(b'\x06L\xcc\x1f\x9a')"" ",True,
WEP40 ,80000,"(b'\x9a\x8aM)m')""",0:01:06.939477, 66939 ms,108036,(108 ,"bytearray""(b'\x9a\x8aM)""m')"" "," bytearray""(b'\x9a\x8aM)""m')"" ",True,
WEP40 ,80000,(b'+\r\x01Q#'),0:01:04.379228, 64379 ms,103933,(103 ,"bytearray""(b'+\r\x01Q#')"" "," bytearray""(b'+\r\x01Q#')"" ",True,
WEP40 ,80000,(b'\x01{\t\xe2/'),0:01:04.787405, 64787 ms,104335,(104 ,"bytearray""(b'\x01{\t\xe2/')"" "," bytearray""(b'\x01{\t\xe2/')"" ",True,
WEP40 ,80000,(b'f_\t\xb4o'),0:01:03.109289, 63109 ms,100046,(100 ,"bytearray""(b'f_\t\xb4o')"" "," bytearray""(b'f_\t\xcfT')"" ",False,
WEP40 ,80000,(b'\x0f<\xabq\x1b'),0:01:01.051391, 61051 ms,100114,(100 ,"bytearray""(b'\x0f<\xabq\x1b')"" "," bytearray""(b'\x0f<\xabq\x1b')"" ",True,
WEP40 ,80000,(b'\xe3\xd1\x0f\x82i'),0:01:00.979767, 60979 ms,101552,(101 ,"bytearray""(b'\xe3\xd1\x0f\x82i')"" "," bytearray""(b'\xe3\xd1\x0f\x82i')"" ",True,
WEP40 ,80000,(b'Xb\xa1\xf0\xc4'),0:01:02.933915, 62934 ms,99736,(99 ,"bytearray""(b'Xb\xa1\xf0\xc4')"" "," bytearray""(b'Xb\xa1\xf0\xc4')"" ",True,
WEP40 ,80000,(b'\xb9\x0eX\xb2\x95'),0:01:03.198953, 63199 ms,102648,(102 ,"bytearray""(b'\xb9\x0eX\xb2\x95')"" "," bytearray""(b'\xb9\x0eX\xb2\x95')"" ",True,
WEP40 ,80000,(b'\xd2JB\xab\x82'),0:01:06.065691, 66065 ms,106712,(106 ,"bytearray""(b'\xd2JB\xab\x82')"" "," bytearray""(b'\xd2JB\xab\x82')"" ",True,
WEP40 ,80000,(b'\x1f\xb9\xae\xf2\x11'),0:01:06.199237, 66199 ms,100026,(100 ,"bytearray""(b'\x1f\xb9\xae\xf2\x11')"" "," bytearray""(b'\x1f\xb9\xae\xf2\x11')"" ",True,
WEP40 ,80000,(b'\x10\xde/\x1b\xcf'),0:01:03.699664, 63699 ms,103575,(103 ,"bytearray""(b'\x10\xde/\x1b\xcf')"" "," bytearray""(b'\x10\xde/\x1b\xcf')"" ",True,
WEP40 ,80000,(b'\x15\x91\x16o\x1d'),0:01:03.612045, 63612 ms,103489,(103 ,"bytearray""(b'\x15\x91\x16o\x1d')"" "," bytearray""(b'\x15\x91\x16o\x1d')"" ",True,
WEP40 ,80000,(b'\xf1\xf5\x83\xb0\x1f'),0:01:02.963810, 62963 ms,100957,(100 ,"bytearray""(b'\xf1\xf5\x83\xb0\x1f')"" "," bytearray""(b'\xf1\xf5\x83\xb0\x1f')"" ",True,
WEP40 ,80000,(b'l\x9eiv\xc8'),0:01:03.845941, 63846 ms,102144,(102 ,"bytearray""(b'l\x9eiv\xc8')"" "," bytearray""(b'l\x9eiv\xc8')"" ",True,
WEP40 ,80000,(b'\xdd\xc5\x13h\x9f'),0:01:03.600796, 63600 ms,104236,(104 ,"bytearray""(b'\xdd\xc5\x13h\x9f')"" "," bytearray""(b'\xdd\xc5\x13h\x9f')"" ",True,
WEP40 ,80000,(b'\x12\xe6\xe1\xf5\x04'),0:01:06.589914, 66590 ms,103490,(103 ,"bytearray""(b'\x12\xe6\xe1\xf5\x04')"" "," bytearray""(b'\x12\xe6\xe1\xf5\x04')"" ",True,
WEP40 ,80000,(b'\xa8\xd2\xc5-\x06'),0:01:03.438802, 63438 ms,101099,(101 ,"bytearray""(b'\xa8\xd2\xc5-\x06')"" "," bytearray""(b'\xa8\xd2\xc5-\x06')"" ",True,
WEP40 ,80000,(b'\x9f\xb4\xcer\x10'),0:01:05.310082, 65310 ms,102671,(102 ,"bytearray""(b'\x9f\xb4\xcer\x10')"" "," bytearray""(b'\x9f\xb4\xcer\x10')"" ",True,
WEP40 ,80000,(b'\xc62=_\xf9'),0:01:06.710960, 66711 ms,103154,(103 ,"bytearray""(b'\xc62=_\xf9')"" "," bytearray""(b'\xc62=_\xf9')"" ",True,
WEP40 ,80000,(b'K\xb0\xdfI~'),0:01:05.417378, 65417 ms,102522,(102 ,"bytearray""(b'K\xb0\xdfI~')"" "," bytearray""(b'K\xb0\xdfI~')"" ",True,
WEP40 ,80000,(b'U\xf9Z\x0c\x1d'),0:01:01.385018, 61385 ms,99062,(99 ,"bytearray""(b'U\xf9Z\x0c\x1d')"" "," bytearray""(b'U\xf9Z\x0c\x1d')"" ",True,
WEP40 ,80000,(b'\x17\x04\xfe3\x0b'),0:01:01.317031, 61317 ms,100218,(100 ,"bytearray""(b'\x17\x04\xfe3\x0b')"" "," bytearray""(b'\x17\x04\xfe3\x0b')"" ",True,
WEP40 ,80000,(b'\x86\xaa\x08\x8c\x1f'),0:01:04.268946, 64269 ms,106077,(106 ,"bytearray""(b'\x86\xaa\x08\x8c\x1f')"" "," bytearray""(b'\x86\xaa\x08\x8c\x1f')"" ",True,
WEP40 ,80000,(b'\x94\xeam\xcb\x80'),0:01:04.379114, 64379 ms,105568,(105 ,"bytearray""(b'\x94\xeam\xcb\x80')"" "," bytearray""(b'\x94\xeam\xcb\x80')"" ",True,
WEP40 ,80000,(b'7cJ\x9b\x00'),0:01:00.150250, 60150 ms,100654,(100 ,"bytearray""(b'7cJ\x9b\x00')"" "," bytearray""(b'7cJ\x9b\x00')"" ",True,
WEP40 ,80000,(b'\xf4 \x14\n\xb9'),0:01:01.543840, 61543 ms,103615,(103 ,"bytearray""(b'\xf4 \x14\n\xb9')"" "," bytearray""(b'\xf4 \x14\n\xb9')"" ",True,
WEP40 ,80000,(b'X\xa2\xda\x8a\xf2'),0:01:05.928604, 65928 ms,104736,(104 ,"bytearray""(b'X\xa2\xda\x8a\xf2')"" "," bytearray""(b'X\xa2\xda\x8a\xf2')"" ",True,
WEP40 ,80000,(b'\x95e\xc9\x9c\xd5'),0:01:01.383600, 61383 ms,102699,(102 ,"bytearray""(b'\x95e\xc9\x9c\xd5')"" "," bytearray""(b'\x95e\xc9\x9c\xd5')"" ",True,
WEP40 ,80000,(b'\x1b\x99\x0f\xf6\xc9'),0:01:04.191253, 64191 ms,102664,(102 ,"bytearray""(b'\x1b\x99\x0f\xf6\xc9')"" "," bytearray""(b'\x1b\x99\x0f\xf6\xc9')"" ",True,
WEP40 ,80000,(b'\xce!4qV'),0:01:01.412919, 61413 ms,100314,(100 ,"bytearray""(b'\xce!4qV')"" "," bytearray""(b'\xce!4qV')"" ",True,
WEP40 ,80000,(b'\xd5\xa3\xd0\xc7\xb6'),0:01:04.909002, 64909 ms,104153,(104 ,"bytearray""(b'\xd5\xa3\xd0\xc7\xb6')"" "," bytearray""(b'\xd5\xa3\xd0\xc7\xb6')"" ",True,
WEP40 ,80000,(b'\xe2o\xeb\x88\xf2'),0:01:01.407830, 61407 ms,100923,(100 ,"bytearray""(b'\xe2o\xeb\x88\xf2')"" "," bytearray""(b'\xe2o\xeb\x88\xf2')"" ",True,
WEP40 ,80000,(b'\xa5}\tr\xea'),0:01:03.436095, 63436 ms,102018,(102 ,"bytearray""(b'\xa5}\tr\xea')"" "," bytearray""(b'\xa5}\tr\xea')"" ",True,
WEP40 ,80000,(b'0U\xda\x01O'),0:01:03.437889, 63437 ms,102749,(102 ,"bytearray""(b'0U\xda\x01O')"" "," bytearray""(b'0U\xda\x01O')"" ",True,
WEP40 ,80000,(b';\xb4\x98=7'),0:01:06.051615, 66051 ms,105010,(105 ,"bytearray""(b';\xb4\x98=7')"" "," bytearray""(b';\xb4\x98=7')"" ",True,
WEP40 ,80000,(b'\x05\xe3\x16\xf1\xf6'),0:01:05.119910, 65120 ms,104055,(104 ,"bytearray""(b'\x05\xe3\x16\xf1\xf6')"" "," bytearray""(b'\x05\xe3\x16\xf1\xf6')"" ",True,
